K - 39N,G    1.0000+00* JENDL-3.1                                 1939 3102
 1.6071E+05 1.7003E-03 1.6083E+05 1.9457E-03 1.6095E+05 2.2567E-031939 3102
 1.6107E+05 2.6594E-03 1.6113E+05 2.9068E-03 1.6119E+05 3.1928E-031939 3102
 1.6125E+05 3.5257E-03 1.6131E+05 3.9167E-03 1.6137E+05 4.3779E-031939 3102
 1.6143E+05 4.9282E-03 1.6149E+05 5.5889E-03 1.6155E+05 6.3926E-031939 3102
 1.6161E+05 7.3776E-03 1.6167E+05 8.6025E-03 1.6173E+05 1.0128E-021939 3102
 1.6176E+05 1.1035E-02 1.6179E+05 1.2071E-02 1.6182E+05 1.3240E-021939 3102
 1.6185E+05 1.4574E-02 1.6188E+05 1.6093E-02 1.6191E+05 1.7825E-021939 3102
 1.6194E+05 1.9794E-02 1.6197E+05 2.2042E-02 1.6200E+05 2.4595E-021939 3102
 1.6203E+05 2.7476E-02 1.6206E+05 3.1098E-02 1.6210E+05 3.5111E-021939 3102
 1.6220E+05 4.7892E-02 1.6223E+05 5.1354E-02 1.6227E+05 5.3652E-021939 3102
 1.6230E+05 5.4447E-02 1.6233E+05 5.3606E-02 1.6237E+05 5.1269E-021939 3102
 1.6240E+05 4.7803E-02 1.6243E+05 4.3675E-02 1.6250E+05 3.5007E-021939 3102
 1.6254E+05 3.0994E-02 1.6260E+05 2.4664E-02 1.6263E+05 2.2240E-021939 3102
 1.6268E+05 1.8191E-02 1.6274E+05 1.5026E-02 1.6277E+05 1.3714E-021939 3102
 1.6280E+05 1.2559E-02 1.6285E+05 1.0615E-02 1.6291E+05 9.0576E-031939 3102
 1.6297E+05 7.8053E-03 1.6302E+05 6.7861E-03 1.6308E+05 5.9508E-031939 3102
 1.6313E+05 5.2581E-03 1.6319E+05 4.6783E-03 1.6325E+05 4.1879E-031939 3102
 1.6330E+05 3.7713E-03 1.6336E+05 3.4141E-03 1.6347E+05 2.8372E-031939 3102
 1.6353E+05 2.6031E-03 1.6370E+05 2.0560E-03 1.6381E+05 1.7830E-031939 3102
 1.6393E+05 1.5626E-03 1.6404E+05 1.3824E-03 1.6427E+05 1.1080E-031939 3102
 1.6438E+05 1.0022E-03 1.6460E+05 8.3428E-04 1.6506E+05 6.1161E-041939 3102
 1.6528E+05 5.3536E-04 1.6573E+05 4.2483E-04 1.6619E+05 3.5013E-041939 3102
 1.6687E+05 2.7689E-04 1.6800E+05 2.0959E-04 1.6935E+05 1.7352E-041939 3102
 1.7026E+05 1.6557E-04 1.7116E+05 1.6858E-04 1.7207E+05 1.8451E-041939 3102
 1.7320E+05 2.3345E-04 1.7387E+05 2.9200E-04 1.7410E+05 3.2003E-041939 3102
 1.7455E+05 3.9635E-04 1.7478E+05 4.4888E-04 1.7500E+05 5.1531E-041939 3102
 1.7523E+05 6.0051E-04 1.7546E+05 7.1214E-04 1.7557E+05 7.8137E-041939 3102
 1.7580E+05 9.5679E-04 1.7591E+05 1.0688E-03 1.7602E+05 1.2022E-031939 3102
 1.7613E+05 1.3627E-03 1.7625E+05 1.5574E-03 1.7636E+05 1.7961E-031939 3102
 1.7647E+05 2.0913E-03 1.7659E+05 2.4590E-03 1.7664E+05 2.6764E-031939 3102
 1.7670E+05 2.9221E-03 1.7681E+05 3.5111E-03 1.7687E+05 3.8624E-031939 3102
 1.7698E+05 4.7009E-03 1.7704E+05 5.1968E-03 1.7711E+05 5.8833E-031939 3102
 1.7718E+05 6.6435E-03 1.7739E+05 9.0777E-03 1.7746E+05 9.7369E-031939 3102
 1.7753E+05 1.0175E-02 1.7760E+05 1.0324E-02 1.7767E+05 1.0158E-021939 3102
 1.7774E+05 9.7047E-03 1.7781E+05 9.0365E-03 1.7809E+05 5.8461E-031939 3102
 1.7816E+05 5.1649E-03 1.7824E+05 4.4964E-03 1.7832E+05 3.9236E-031939 3102
 1.7840E+05 3.4369E-03 1.7848E+05 3.0242E-03 1.7855E+05 2.6748E-031939 3102
 1.7863E+05 2.3781E-03 1.7871E+05 2.1251E-03 1.7879E+05 1.9083E-031939 3102
 1.7895E+05 1.5611E-03 1.7903E+05 1.4214E-03 1.7918E+05 1.1924E-031939 3102
 1.7926E+05 1.0985E-03 1.7942E+05 9.4160E-04 1.7958E+05 8.1673E-041939 3102
 1.7974E+05 7.1610E-04 1.7989E+05 6.3404E-04 1.8005E+05 5.6634E-041939 3102
 1.8037E+05 4.6250E-04 1.8084E+05 3.5841E-04 1.8100E+05 3.3296E-041939 3102
 1.8163E+05 2.5981E-04 1.8257E+05 2.0181E-04 1.8383E+05 1.7530E-041939 3102
 1.8509E+05 1.9471E-04 1.8572E+05 2.3351E-04 1.8635E+05 3.2160E-041939 3102
 1.8666E+05 4.0905E-04 1.8714E+05 6.9367E-04 1.8729E+05 8.8751E-041939 3102
 1.8745E+05 1.1952E-03 1.8753E+05 1.4227E-03 1.8761E+05 1.7341E-031939 3102
 1.8769E+05 2.1719E-03 1.8777E+05 2.8070E-03 1.8781E+05 3.2389E-031939 3102
 1.8785E+05 3.7936E-03 1.8788E+05 4.5104E-03 1.8792E+05 5.4589E-031939 3102
 1.8796E+05 6.7464E-03 1.8800E+05 8.5339E-03 1.8802E+05 9.7040E-031939 3102
 1.8804E+05 1.1154E-02 1.8806E+05 1.2957E-02 1.8808E+05 1.5231E-021939 3102
 1.8810E+05 1.8125E-02 1.8812E+05 2.1899E-02 1.8813E+05 2.4216E-021939 3102
 1.8814E+05 2.6943E-02 1.8815E+05 3.0107E-02 1.8816E+05 3.3873E-021939 3102
 1.8817E+05 3.8289E-02 1.8818E+05 4.3604E-02 1.8819E+05 4.9903E-021939 3102
 1.8820E+05 5.7550E-02 1.8821E+05 6.6656E-02 1.8822E+05 7.7690E-021939 3102
 1.8823E+05 9.0667E-02 1.8824E+05 1.0596E-01 1.8825E+05 1.1908E-011939 3102
 1.8828E+05 1.7444E-01 1.8828E+05 1.8461E-01 1.8829E+05 1.9123E-011939 3102
 1.8830E+05 1.9356E-01 1.8831E+05 1.9126E-01 1.8832E+05 1.8467E-011939 3102
 1.8832E+05 1.7452E-01 1.8835E+05 1.1917E-01 1.8836E+05 1.0587E-011939 3102
 1.8837E+05 9.3046E-02 1.8838E+05 8.1608E-02 1.8839E+05 7.1683E-021939 3102
 1.8839E+05 6.3147E-02 1.8840E+05 5.5918E-02 1.8841E+05 4.9654E-021939 3102
 1.8842E+05 4.4290E-02 1.8843E+05 3.9688E-02 1.8844E+05 3.5773E-021939 3102
 1.8844E+05 3.2346E-02 1.8846E+05 2.6763E-02 1.8848E+05 2.2474E-021939 3102
 1.8849E+05 1.9090E-02 1.8851E+05 1.6418E-02 1.8853E+05 1.4252E-021939 3102
 1.8854E+05 1.2495E-02 1.8856E+05 1.1035E-02 1.8858E+05 9.8270E-031939 3102
 1.8859E+05 8.8113E-03 1.8863E+05 7.2052E-03 1.8866E+05 5.9950E-031939 3102
 1.8869E+05 5.0715E-03 1.8873E+05 4.3516E-03 1.8876E+05 3.7799E-031939 3102
 1.8879E+05 3.3187E-03 1.8882E+05 2.9459E-03 1.8889E+05 2.3741E-031939 3102
 1.8896E+05 1.9623E-03 1.8902E+05 1.6593E-03 1.8909E+05 1.4305E-031939 3102
 1.8916E+05 1.2550E-03 1.8929E+05 1.0067E-03 1.8942E+05 8.4455E-041939 3102
 1.8969E+05 6.6316E-04 1.8982E+05 6.1411E-04 1.9022E+05 5.5877E-041939 3102
 1.9048E+05 5.7381E-04 1.9074E+05 6.2505E-04 1.9101E+05 7.1792E-041939 3102
 1.9114E+05 7.8397E-04 1.9127E+05 8.6694E-04 1.9141E+05 9.7091E-041939 3102
 1.9154E+05 1.1019E-03 1.9167E+05 1.2681E-03 1.9180E+05 1.4803E-031939 3102
 1.9187E+05 1.6086E-03 1.9194E+05 1.7560E-03 1.9200E+05 1.9252E-031939 3102
 1.9207E+05 2.1205E-03 1.9214E+05 2.3461E-03 1.9220E+05 2.6079E-031939 3102
 1.9227E+05 2.9129E-03 1.9233E+05 3.2695E-03 1.9240E+05 3.6858E-031939 3102
 1.9247E+05 4.1723E-03 1.9253E+05 4.7386E-03 1.9260E+05 5.3936E-031939 3102
 1.9266E+05 6.0956E-03 1.9272E+05 6.8731E-03 1.9279E+05 7.7039E-031939 3102
 1.9291E+05 9.3555E-03 1.9297E+05 1.0027E-02 1.9304E+05 1.0475E-021939 3102
 1.9310E+05 1.0630E-02 1.9316E+05 1.0464E-02 1.9323E+05 1.0006E-021939 3102
 1.9329E+05 9.3282E-03 1.9335E+05 8.5209E-03 1.9360E+05 5.3485E-031939 3102
 1.9375E+05 3.9903E-03 1.9380E+05 3.6306E-03 1.9390E+05 3.0282E-031939 3102
 1.9400E+05 2.5511E-03 1.9410E+05 2.1697E-03 1.9420E+05 1.8632E-031939 3102
 1.9430E+05 1.6147E-03 1.9440E+05 1.4114E-03 1.9450E+05 1.2435E-031939 3102
 1.9470E+05 9.8542E-04 1.9480E+05 8.8540E-04 1.9500E+05 7.2634E-041939 3102
 1.9520E+05 6.0704E-04 1.9560E+05 4.4384E-04 1.9580E+05 3.8647E-041939 3102
 1.9620E+05 3.0175E-04 1.9680E+05 2.2053E-04 1.9720E+05 1.8432E-041939 3102
 1.9800E+05 1.3578E-04 1.9920E+05 9.4321E-05 1.9960E+05 8.5099E-051939 3102
 1.9980E+05 8.1200E-05 1.9990E+05 8.0867E-05 1.9995E+05 8.4331E-051939 3102
 1.9996E+05 1.2118E-04 1.9997E+05 1.8691E-04 1.9997E+05 3.2741E-041939 3102
 1.9998E+05 5.7799E-04 1.9999E+05 9.7613E-04 2.0000E+05 4.2125E-031939 3102
 2.4219E+05 3.8828E-03 2.8945E+05 3.5990E-03 3.4199E+05 3.3522E-031939 3102
 4.0000E+05 3.1358E-03 4.9394E+05 2.9120E-03 6.0000E+05 2.7197E-031939 3102
 6.9578E+05 2.6601E-03 8.0000E+05 2.6051E-03 1.0000E+06 2.5563E-031939 3102
 1.0000E+06 2.5563E-03 1.0000E+06 2.5563E-03 1.2357E+06 2.6033E-031939 3102
 1.5000E+06 2.6471E-03 1.7399E+06 2.7151E-03 2.0000E+06 2.7806E-031939 3102
 2.3000E+06 2.8595E-03 2.5000E+06 2.9084E-03 2.5883E+06 2.9840E-031939 3102
 2.5883E+06 2.9840E-03 2.6281E+06 2.9829E-03 2.6683E+06 2.9819E-031939 3102
 2.7500E+06 2.9797E-03 2.8869E+06 2.9807E-03 2.9431E+06 2.7254E-031939 3102
 3.0000E+06 2.4934E-03 3.0972E+06 2.3737E-03 3.0972E+06 2.3737E-031939 3102
 3.1349E+06 2.3151E-03 3.1730E+06 2.2581E-03 3.2500E+06 2.1491E-031939 3102
 3.3735E+06 2.0643E-03 3.5000E+06 1.9841E-03 3.6911E+06 1.8698E-031939 3102
 3.6911E+06 1.8698E-03 3.7500E+06 1.6925E-03 3.8984E+06 1.5715E-031939 3102
 3.8984E+06 1.5715E-03 3.9490E+06 1.5247E-03 4.0000E+06 1.4795E-031939 3102
 4.1237E+06 1.3780E-03 4.2500E+06 1.2846E-03 4.3738E+06 1.2089E-031939 3102
 4.5000E+06 1.1387E-03 4.7456E+06 1.0101E-03 5.0000E+06 8.9930E-041939 3102
 5.2315E+06 8.2731E-04 5.4775E+06 7.6122E-04 5.7308E+06 7.0266E-041939 3102
 6.0000E+06 6.4920E-04 6.2647E+06 6.0413E-04 6.5453E+06 5.6319E-041939 3102
 6.5453E+06 5.6319E-04 6.6000E+06 5.5594E-04 7.0000E+06 5.0734E-041939 3102
 7.4041E+06 4.6875E-04 7.4041E+06 4.6875E-04 7.5000E+06 4.6093E-041939 3102
 7.7415E+06 4.1937E-04 8.0000E+06 3.8362E-04 8.2374E+06 3.5751E-041939 3102
 8.4902E+06 3.3569E-04 8.7372E+06 3.1950E-04 9.0000E+06 3.0714E-041939 3102
 9.2387E+06 2.9974E-04 9.4912E+06 2.9549E-04 9.7434E+06 2.9459E-041939 3102
 1.0000E+07 2.9683E-04 1.0237E+07 2.9497E-04 1.0492E+07 2.9753E-041939 3102
 1.0737E+07 3.0385E-04 1.1000E+07 3.1415E-04 1.1238E+07 3.2615E-041939 3102
 1.1493E+07 3.4127E-04 1.1745E+07 3.5798E-04 1.2000E+07 3.7608E-041939 3102
 1.2238E+07 3.9321E-04 1.2493E+07 4.1168E-04 1.2738E+07 4.2899E-041939 3102
 1.3000E+07 4.4646E-04 1.3206E+07 4.5915E-04 1.3424E+07 4.7135E-041939 3102
 1.3424E+07 4.7135E-04 1.3500E+07 4.7527E-04 1.3741E+07 4.8627E-041939 3102
 1.4000E+07 4.9614E-04 1.4241E+07 5.0347E-04 1.4500E+07 5.0941E-041939 3102
 1.4741E+07 5.1320E-04 1.5000E+07 5.1558E-04 1.5495E+07 5.1585E-041939 3102
 1.6000E+07 5.1137E-04 1.6467E+07 5.0395E-04 1.7000E+07 4.9272E-041939 3102
 1.7495E+07 4.8044E-04 1.8000E+07 4.6670E-04 1.9000E+07 4.3760E-041939 3102
 2.0000E+07 4.0795E-04                                            1939 3102
                                                                  1939 3  0
