V - 51N,G    1.0000+00* JENDL-3.1                                 2351 3102
 8.4426E+04 3.3831E-03 8.4555E+04 3.4480E-03 8.4812E+04 3.6781E-032351 3102
 8.4941E+04 3.8443E-03 8.5070E+04 4.0489E-03 8.5198E+04 4.2954E-032351 3102
 8.5327E+04 4.5896E-03 8.5456E+04 4.9389E-03 8.5584E+04 5.3531E-032351 3102
 8.5713E+04 5.8462E-03 8.5841E+04 6.4442E-03 8.5906E+04 6.8094E-032351 3102
 8.6002E+04 7.6666E-03 8.6034E+04 8.5462E-03 8.6051E+04 9.7361E-032351 3102
 8.6067E+04 1.3625E-02 8.6071E+04 1.8188E-02 8.6075E+04 2.9330E-022351 3102
 8.6079E+04 5.4580E-02 8.6083E+04 1.0413E-01 8.6087E+04 1.8457E-012351 3102
 8.6095E+04 3.8585E-01 8.6098E+04 4.3181E-01 8.6100E+04 4.4176E-012351 3102
 8.6102E+04 4.3388E-01 8.6104E+04 4.0352E-01 8.6110E+04 2.5542E-012351 3102
 8.6113E+04 1.7754E-01 8.6120E+04 7.0550E-02 8.6123E+04 4.2916E-022351 3102
 8.6126E+04 2.7250E-02 8.6129E+04 1.9064E-02 8.6132E+04 1.4955E-022351 3102
 8.6138E+04 1.1702E-02 8.6150E+04 9.9379E-03 8.6200E+04 8.9299E-032351 3102
 8.6299E+04 9.3849E-03 8.6386E+04 1.0075E-02 8.6474E+04 1.0857E-022351 3102
 8.6561E+04 1.1707E-02 8.6649E+04 1.2613E-02 8.6867E+04 1.5156E-022351 3102
 8.6911E+04 1.6083E-02 8.6955E+04 1.9591E-02 8.6966E+04 2.4407E-022351 3102
 8.6971E+04 3.3314E-02 8.6977E+04 6.2019E-02 8.6982E+04 1.3806E-012351 3102
 8.6988E+04 2.8539E-01 8.6990E+04 3.7852E-01 8.6996E+04 5.4333E-012351 3102
 8.6999E+04 5.8655E-01 8.7000E+04 5.8766E-01 8.7002E+04 5.7129E-012351 3102
 8.7005E+04 5.2603E-01 8.7010E+04 3.3982E-01 8.7015E+04 1.9434E-012351 3102
 8.7020E+04 9.8749E-02 8.7024E+04 5.1022E-02 8.7029E+04 3.1516E-022351 3102
 8.7038E+04 2.1618E-02 8.7076E+04 1.7742E-02 8.7113E+04 1.7236E-022351 3102
 8.7300E+04 1.7302E-02 8.7425E+04 1.6979E-02 8.7550E+04 1.6228E-022351 3102
 8.7675E+04 1.5151E-02 8.7800E+04 1.3886E-02 8.8051E+04 1.1270E-022351 3102
 8.8301E+04 8.9922E-03 8.8608E+04 6.8731E-03 8.8710E+04 6.3181E-032351 3102
 8.8915E+04 5.3904E-03 8.9120E+04 4.6612E-03 8.9325E+04 4.0875E-032351 3102
 8.9529E+04 3.6393E-03 8.9785E+04 3.3401E-03 8.9836E+04 3.5263E-032351 3102
 8.9888E+04 4.7913E-03 8.9900E+04 6.5187E-03 8.9907E+04 9.5435E-032351 3102
 8.9910E+04 1.3300E-02 8.9913E+04 2.0798E-02 8.9916E+04 3.5207E-022351 3102
 8.9920E+04 6.0998E-02 8.9926E+04 1.6291E-01 8.9929E+04 2.3805E-012351 3102
 8.9936E+04 3.8336E-01 8.9939E+04 4.2092E-01 8.9940E+04 4.2165E-012351 3102
 8.9942E+04 4.1370E-01 8.9944E+04 3.8431E-01 8.9950E+04 2.4246E-012351 3102
 8.9954E+04 1.6805E-01 8.9960E+04 6.4773E-02 8.9963E+04 3.7781E-022351 3102
 8.9966E+04 2.2322E-02 8.9969E+04 1.4141E-02 8.9972E+04 9.9753E-032351 3102
 8.9979E+04 6.6072E-03 8.9991E+04 4.6890E-03 9.0016E+04 3.6121E-032351 3102
 9.0092E+04 2.9376E-03 9.0343E+04 2.5207E-03 9.0544E+04 2.3394E-032351 3102
 9.0946E+04 2.0751E-03 9.1449E+04 1.8992E-03 9.1499E+04 2.0353E-032351 3102
 9.1512E+04 2.2734E-03 9.1518E+04 2.9651E-03 9.1521E+04 4.1044E-032351 3102
 9.1524E+04 6.6249E-03 9.1528E+04 1.1665E-02 9.1531E+04 2.0752E-022351 3102
 9.1537E+04 5.5669E-02 9.1543E+04 1.0463E-01 9.1550E+04 1.3165E-012351 3102
 9.1558E+04 9.3309E-02 9.1566E+04 3.6106E-02 9.1571E+04 1.4659E-022351 3102
 9.1574E+04 9.0811E-03 9.1576E+04 5.7827E-03 9.1579E+04 3.9791E-032351 3102
 9.1581E+04 3.0413E-03 9.1587E+04 2.3387E-03 9.1592E+04 2.1293E-032351 3102
 9.1716E+04 1.7982E-03 9.2049E+04 1.7436E-03 9.2298E+04 1.7869E-032351 3102
 9.2506E+04 2.0062E-03 9.2610E+04 2.3642E-03 9.2672E+04 2.8641E-032351 3102
 9.2713E+04 3.5161E-03 9.2734E+04 4.0427E-03 9.2776E+04 6.0064E-032351 3102
 9.2797E+04 7.9960E-03 9.2817E+04 1.1670E-02 9.2838E+04 1.9075E-022351 3102
 9.2843E+04 2.2112E-02 9.2848E+04 2.6028E-02 9.2854E+04 3.1144E-022351 3102
 9.2859E+04 3.7903E-02 9.2861E+04 4.2042E-02 9.2864E+04 4.6812E-022351 3102
 9.2867E+04 5.2272E-02 9.2869E+04 5.8484E-02 9.2872E+04 6.5460E-022351 3102
 9.2874E+04 7.3254E-02 9.2877E+04 8.1785E-02 9.2880E+04 9.0918E-022351 3102
 9.2882E+04 1.0017E-01 9.2885E+04 1.0949E-01 9.2887E+04 1.1850E-012351 3102
 9.2892E+04 1.3384E-01 9.2895E+04 1.3928E-01 9.2900E+04 1.4386E-012351 3102
 9.2902E+04 1.4271E-01 9.2905E+04 1.3932E-01 9.2907E+04 1.3394E-012351 3102
 9.2910E+04 1.2688E-01 9.2913E+04 1.1865E-01 9.2915E+04 1.0964E-012351 3102
 9.2920E+04 9.1059E-02 9.2926E+04 7.0406E-02 9.2936E+04 4.7176E-022351 3102
 9.2945E+04 3.2608E-02 9.2951E+04 2.6200E-02 9.2957E+04 2.1494E-022351 3102
 9.2963E+04 1.7976E-02 9.2976E+04 1.3195E-02 9.2982E+04 1.1539E-022351 3102
 9.2994E+04 9.1279E-03 9.3019E+04 6.3362E-03 9.3043E+04 4.8278E-032351 3102
 9.3080E+04 3.6098E-03 9.3142E+04 2.6810E-03 9.3216E+04 2.1976E-032351 3102
 9.3364E+04 1.8348E-03 9.3512E+04 1.7153E-03 9.3709E+04 1.6802E-032351 3102
 9.4153E+04 1.9878E-03 9.4301E+04 2.4111E-03 9.4351E+04 2.6823E-032351 3102
 9.4400E+04 3.1524E-03 9.4449E+04 4.4069E-03 9.4462E+04 5.7003E-032351 3102
 9.4468E+04 8.0251E-03 9.4471E+04 1.0833E-02 9.4474E+04 1.6147E-022351 3102
 9.4477E+04 2.5647E-02 9.4480E+04 4.1470E-02 9.4483E+04 6.5445E-022351 3102
 9.4486E+04 9.8075E-02 9.4493E+04 1.7633E-01 9.4496E+04 2.0847E-012351 3102
 9.4499E+04 2.2681E-01 9.4500E+04 2.2719E-01 9.4502E+04 2.2210E-012351 3102
 9.4504E+04 2.0883E-01 9.4509E+04 1.5121E-01 9.4513E+04 9.9336E-022351 3102
 9.4517E+04 5.7881E-02 9.4522E+04 3.1413E-02 9.4526E+04 1.7363E-022351 3102
 9.4530E+04 1.0921E-02 9.4534E+04 8.2261E-03 9.4550E+04 6.2736E-032351 3102
 9.4599E+04 7.5331E-03 9.4616E+04 8.5109E-03 9.4648E+04 1.1641E-022351 3102
 9.4665E+04 1.4065E-02 9.4673E+04 1.5611E-02 9.4681E+04 1.7470E-022351 3102
 9.4689E+04 1.9716E-02 9.4698E+04 2.2457E-02 9.4706E+04 2.5823E-022351 3102
 9.4714E+04 3.0008E-02 9.4722E+04 3.5258E-02 9.4726E+04 3.8392E-022351 3102
 9.4730E+04 4.1949E-02 9.4734E+04 4.5973E-02 9.4738E+04 5.0544E-022351 3102
 9.4743E+04 5.5736E-02 9.4747E+04 6.1644E-02 9.4751E+04 6.8317E-022351 3102
 9.4755E+04 7.5835E-02 9.4759E+04 8.4239E-02 9.4763E+04 9.3547E-022351 3102
 9.4768E+04 1.0497E-01 9.4772E+04 1.1714E-01 9.4781E+04 1.4175E-012351 3102
 9.4791E+04 1.6142E-01 9.4795E+04 1.6713E-01 9.4800E+04 1.6915E-012351 3102
 9.4805E+04 1.6722E-01 9.4809E+04 1.6157E-01 9.4814E+04 1.5285E-012351 3102
 9.4818E+04 1.4191E-01 9.4828E+04 1.1721E-01 9.4837E+04 9.3558E-022351 3102
 9.4843E+04 7.8899E-02 9.4850E+04 6.6576E-02 9.4857E+04 5.6431E-022351 3102
 9.4863E+04 4.8147E-02 9.4870E+04 4.1415E-02 9.4877E+04 3.5921E-022351 3102
 9.4890E+04 2.7677E-02 9.4897E+04 2.4571E-02 9.4910E+04 1.9758E-022351 3102
 9.4930E+04 1.4873E-02 9.4957E+04 1.0879E-02 9.4983E+04 8.4017E-032351 3102
 9.4997E+04 7.5089E-03 9.5023E+04 6.1675E-03 9.5063E+04 4.8555E-032351 3102
 9.5130E+04 3.6356E-03 9.5210E+04 2.8934E-03 9.5263E+04 2.6194E-032351 3102
 9.5370E+04 2.3723E-03 9.5476E+04 2.5293E-03 9.5556E+04 3.4263E-032351 3102
 9.5596E+04 4.9467E-03 9.5610E+04 5.9957E-03 9.5630E+04 8.8699E-032351 3102
 9.5636E+04 1.0534E-02 9.5643E+04 1.2870E-02 9.5650E+04 1.6292E-022351 3102
 9.5656E+04 2.1614E-02 9.5660E+04 2.5456E-02 9.5663E+04 3.0526E-022351 3102
 9.5666E+04 3.7268E-02 9.5670E+04 4.6321E-02 9.5673E+04 5.8424E-022351 3102
 9.5676E+04 7.4354E-02 9.5678E+04 8.3845E-02 9.5680E+04 9.4465E-022351 3102
 9.5683E+04 1.1859E-01 9.5688E+04 1.5920E-01 9.5692E+04 1.9130E-012351 3102
 9.5694E+04 2.0297E-01 9.5696E+04 2.1189E-01 9.5697E+04 2.1603E-012351 3102
 9.5700E+04 2.1942E-01 9.5702E+04 2.1604E-01 9.5704E+04 2.1193E-012351 3102
 9.5706E+04 2.0304E-01 9.5708E+04 1.9132E-01 9.5709E+04 1.8229E-012351 3102
 9.5717E+04 1.1745E-01 9.5721E+04 8.8503E-02 9.5724E+04 7.2659E-022351 3102
 9.5726E+04 5.9650E-02 9.5729E+04 4.9219E-02 9.5732E+04 4.0976E-022351 3102
 9.5735E+04 3.4502E-02 9.5737E+04 2.9410E-02 9.5743E+04 2.2159E-022351 3102
 9.5748E+04 1.7415E-02 9.5754E+04 1.4158E-02 9.5765E+04 1.0101E-022351 3102
 9.5776E+04 7.7471E-03 9.5797E+04 5.2228E-03 9.5841E+04 3.2798E-032351 3102
 9.5928E+04 2.1723E-03 9.6060E+04 1.7450E-03 9.6409E+04 1.5315E-032351 3102
 9.6758E+04 1.6521E-03 9.6933E+04 2.2636E-03 9.6977E+04 2.8562E-032351 3102
 9.6999E+04 3.4306E-03 9.7031E+04 5.1845E-03 9.7042E+04 6.3379E-032351 3102
 9.7053E+04 8.1163E-03 9.7059E+04 9.3998E-03 9.7064E+04 1.1104E-022351 3102
 9.7069E+04 1.3433E-02 9.7075E+04 1.6719E-02 9.7080E+04 2.1525E-022351 3102
 9.7083E+04 2.4775E-02 9.7086E+04 2.8793E-02 9.7089E+04 3.3770E-022351 3102
 9.7091E+04 3.9914E-02 9.7094E+04 4.7419E-02 9.7097E+04 5.6428E-022351 3102
 9.7100E+04 6.6966E-02 9.7102E+04 7.8870E-02 9.7109E+04 1.1192E-012351 3102
 9.7111E+04 1.1863E-01 9.7113E+04 1.2747E-01 9.7115E+04 1.3437E-012351 3102
 9.7117E+04 1.3760E-01 9.7120E+04 1.4024E-01 9.7123E+04 1.3759E-012351 3102
 9.7124E+04 1.3438E-01 9.7127E+04 1.2749E-01 9.7129E+04 1.1861E-012351 3102
 9.7131E+04 1.1194E-01 9.7137E+04 8.3284E-02 9.7139E+04 7.3067E-022351 3102
 9.7143E+04 5.5235E-02 9.7146E+04 4.7856E-02 9.7148E+04 4.1504E-022351 3102
 9.7150E+04 3.6105E-02 9.7152E+04 3.1553E-02 9.7155E+04 2.7734E-022351 3102
 9.7159E+04 2.1846E-02 9.7164E+04 1.7665E-02 9.7168E+04 1.4633E-022351 3102
 9.7173E+04 1.2380E-02 9.7177E+04 1.0665E-02 9.7186E+04 8.2660E-032351 3102
 9.7195E+04 6.6965E-03 9.7213E+04 4.8373E-03 9.7222E+04 4.2685E-032351 3102
 9.7258E+04 2.9970E-03 9.7348E+04 2.0532E-03 9.7492E+04 1.7638E-032351 3102
 9.7564E+04 1.7466E-03 9.7780E+04 1.9328E-03 9.7960E+04 2.6233E-032351 3102
 9.8068E+04 4.0668E-03 9.8104E+04 5.1675E-03 9.8140E+04 7.1240E-032351 3102
 9.8176E+04 1.0922E-02 9.8194E+04 1.4418E-02 9.8212E+04 2.0287E-022351 3102
 9.8221E+04 2.4831E-02 9.8230E+04 3.1296E-02 9.8239E+04 4.0851E-022351 3102
 9.8244E+04 4.7438E-02 9.8248E+04 5.5832E-02 9.8253E+04 6.6660E-022351 3102
 9.8257E+04 8.0880E-02 9.8262E+04 9.9815E-02 9.8264E+04 1.1158E-012351 3102
 9.8266E+04 1.2520E-01 9.8269E+04 1.4094E-01 9.8271E+04 1.5904E-012351 3102
 9.8273E+04 1.7968E-01 9.8275E+04 2.0296E-01 9.8278E+04 2.2885E-012351 3102
 9.8280E+04 2.5709E-01 9.8282E+04 2.8721E-01 9.8286E+04 3.4573E-012351 3102
 9.8294E+04 4.3704E-01 9.8296E+04 4.5086E-01 9.8298E+04 4.5950E-012351 3102
 9.8300E+04 4.6254E-01 9.8302E+04 4.5978E-01 9.8304E+04 4.5139E-012351 3102
 9.8306E+04 4.3780E-01 9.8308E+04 4.1967E-01 9.8312E+04 3.7326E-012351 3102
 9.8316E+04 3.1956E-01 9.8317E+04 2.9667E-01 9.8322E+04 2.3166E-012351 3102
 9.8325E+04 1.9418E-01 9.8329E+04 1.6232E-01 9.8332E+04 1.3599E-012351 3102
 9.8335E+04 1.1457E-01 9.8339E+04 9.7285E-02 9.8342E+04 8.3357E-022351 3102
 9.8345E+04 7.2088E-02 9.8348E+04 6.2908E-02 9.8352E+04 5.5366E-022351 3102
 9.8355E+04 4.9111E-02 9.8362E+04 3.9448E-02 9.8368E+04 3.2429E-022351 3102
 9.8375E+04 2.7172E-02 9.8381E+04 2.3143E-02 9.8394E+04 1.7498E-022351 3102
 9.8408E+04 1.3804E-02 9.8421E+04 1.1227E-02 9.8434E+04 9.3715E-032351 3102
 9.8447E+04 7.9945E-03 9.8473E+04 6.1403E-03 9.8500E+04 4.9722E-032351 3102
 9.8552E+04 3.6153E-03 9.8605E+04 2.9023E-03 9.8737E+04 2.1173E-032351 3102
 9.8895E+04 1.7737E-03 9.9158E+04 1.5726E-03 9.9368E+04 1.5122E-032351 3102
 9.9579E+04 1.4841E-03 9.9605E+04 1.4784E-03 9.9684E+04 1.4766E-032351 3102
 9.9947E+04 1.4753E-03 9.9974E+04 1.5050E-03 9.9980E+04 1.6502E-032351 3102
 9.9987E+04 2.1630E-03 1.0000E+05 8.8929E-03 1.0270E+05 8.7955E-032351 3102
 1.0380E+05 8.7559E-03 1.0480E+05 8.7198E-03 1.0960E+05 8.5468E-032351 3102
 1.1060E+05 8.5108E-03 1.1150E+05 8.4783E-03 1.1430E+05 8.3774E-032351 3102
 1.1630E+05 8.3053E-03 1.1690E+05 8.2837E-03 1.1850E+05 8.2260E-032351 3102
 1.1980E+05 8.1791E-03 1.2020E+05 8.1647E-03 1.2510E+05 7.9881E-032351 3102
 1.2860E+05 7.8619E-03 1.3080E+05 7.7826E-03 1.3270E+05 7.7141E-032351 3102
 1.3400E+05 7.6673E-03 1.3460E+05 7.6457E-03 1.3730E+05 7.5483E-032351 3102
 1.3940E+05 7.4726E-03 1.4100E+05 7.4150E-03 1.4240E+05 7.3645E-032351 3102
 1.4400E+05 7.3068E-03 1.4560E+05 7.2492E-03 1.5000E+05 7.0906E-032351 3102
 1.5160E+05 7.0329E-03 1.5290E+05 6.9860E-03 1.5780E+05 6.8094E-032351 3102
 1.6000E+05 6.7301E-03 1.6020E+05 6.7229E-03 1.6190E+05 6.6616E-032351 3102
 1.6830E+05 6.4309E-03 1.7020E+05 6.3624E-03 1.7210E+05 6.2939E-032351 3102
 1.7320E+05 6.2543E-03 1.7510E+05 6.1858E-03 1.7670E+05 6.1281E-032351 3102
 1.7830E+05 6.0704E-03 1.7940E+05 6.0308E-03 1.8020E+05 6.0020E-032351 3102
 1.8350E+05 5.8830E-03 1.8460E+05 5.8434E-03 1.8620E+05 5.7857E-032351 3102
 1.8830E+05 5.7100E-03 1.9480E+05 5.4757E-03 1.9590E+05 5.4360E-032351 3102
 1.9750E+05 5.3784E-03 1.9970E+05 5.2991E-03 2.0000E+05 5.2882E-032351 3102
 2.0100E+05 5.2766E-03 2.0400E+05 5.2417E-03 2.1000E+05 5.1718E-032351 3102
 2.1200E+05 5.1486E-03 2.1450E+05 5.1195E-03 2.2000E+05 5.0554E-032351 3102
 2.3000E+05 4.9390E-03 2.3600E+05 4.8692E-03 2.4000E+05 4.8226E-032351 3102
 2.4100E+05 4.8110E-03 2.4200E+05 4.7993E-03 2.5300E+05 4.6713E-032351 3102
 2.5900E+05 4.6015E-03 2.6100E+05 4.5782E-03 2.6500E+05 4.5316E-032351 3102
 2.6800E+05 4.4967E-03 2.7100E+05 4.4618E-03 2.7200E+05 4.4501E-032351 3102
 2.7900E+05 4.3686E-03 2.8400E+05 4.3104E-03 2.8600E+05 4.2872E-032351 3102
 2.9500E+05 4.1824E-03 3.0000E+05 4.1242E-03 3.0200E+05 4.1091E-032351 3102
 3.0400E+05 4.0940E-03 3.0600E+05 4.0789E-03 3.1000E+05 4.0487E-032351 3102
 3.1200E+05 4.0336E-03 3.1500E+05 4.0110E-03 3.1700E+05 3.9959E-032351 3102
 3.2200E+05 3.9581E-03 3.2300E+05 3.9506E-03 3.2600E+05 3.9279E-032351 3102
 3.2634E+05 3.9254E-03 3.2644E+05 3.9246E-03 3.2734E+05 3.9179E-032351 3102
 3.2900E+05 3.9055E-03 3.3700E+05 3.8459E-03 3.4000E+05 3.8235E-032351 3102
 3.4500E+05 3.7862E-03 3.5200E+05 3.7340E-03 3.5600E+05 3.7042E-032351 3102
 3.5700E+05 3.6967E-03 3.6500E+05 3.6370E-03 3.6600E+05 3.6296E-032351 3102
 3.7700E+05 3.5475E-03 3.7900E+05 3.5326E-03 3.8600E+05 3.4804E-032351 3102
 3.9300E+05 3.4282E-03 4.0000E+05 3.3760E-03 4.0200E+05 3.3611E-032351 3102
 4.0300E+05 3.3536E-03 4.1500E+05 3.2642E-03 4.2000E+05 3.2269E-032351 3102
 4.3500E+05 3.1150E-03 4.4000E+05 3.0777E-03 4.4200E+05 3.0628E-032351 3102
 4.4400E+05 3.0479E-03 4.4500E+05 3.0404E-03 4.4900E+05 3.0106E-032351 3102
 4.5800E+05 2.9435E-03 4.6000E+05 2.9286E-03 4.6200E+05 2.9137E-032351 3102
 4.7200E+05 2.8391E-03 4.7300E+05 2.8316E-03 4.8000E+05 2.7794E-032351 3102
 4.9000E+05 2.7048E-03 5.0000E+05 2.6303E-03 5.0380E+05 2.6246E-032351 3102
 5.0930E+05 2.6165E-03 5.1470E+05 2.6085E-03 5.1740E+05 2.6045E-032351 3102
 5.2280E+05 2.5966E-03 5.2820E+05 2.5886E-03 5.3220E+05 2.5827E-032351 3102
 5.3630E+05 2.5766E-03 5.3900E+05 2.5726E-03 5.4030E+05 2.5707E-032351 3102
 5.4440E+05 2.5646E-03 5.4840E+05 2.5587E-03 5.5380E+05 2.5507E-032351 3102
 5.5520E+05 2.5486E-03 5.5920E+05 2.5427E-03 5.6330E+05 2.5367E-032351 3102
 5.6870E+05 2.5287E-03 5.7280E+05 2.5226E-03 5.7680E+05 2.5167E-032351 3102
 5.8360E+05 2.5067E-03 5.8490E+05 2.5047E-03 5.8900E+05 2.4987E-032351 3102
 5.9840E+05 2.4848E-03 6.0250E+05 2.4787E-03 6.0520E+05 2.4747E-032351 3102
 6.0930E+05 2.4687E-03 6.1200E+05 2.4647E-03 6.1470E+05 2.4607E-032351 3102
 6.1740E+05 2.4567E-03 6.2010E+05 2.4527E-03 6.2140E+05 2.4508E-032351 3102
 6.2550E+05 2.4447E-03 6.3360E+05 2.4327E-03 6.3490E+05 2.4308E-032351 3102
 6.3760E+05 2.4268E-03 6.4300E+05 2.4188E-03 6.4710E+05 2.4128E-032351 3102
 6.4840E+05 2.4109E-03 6.5110E+05 2.4069E-03 6.5250E+05 2.4048E-032351 3102
 6.5930E+05 2.3947E-03 6.6470E+05 2.3868E-03 6.6740E+05 2.3828E-032351 3102
 6.7010E+05 2.3788E-03 6.7680E+05 2.3689E-03 6.8220E+05 2.3609E-032351 3102
 6.8630E+05 2.3548E-03 6.8900E+05 2.3508E-03 6.9440E+05 2.3428E-032351 3102
 6.9980E+05 2.3349E-03 7.0000E+05 2.3346E-03 7.0250E+05 2.3328E-032351 3102
 7.0520E+05 2.3309E-03 7.1060E+05 2.3271E-03 7.1330E+05 2.3252E-032351 3102
 7.1470E+05 2.3242E-03 7.1870E+05 2.3213E-03 7.2140E+05 2.3194E-032351 3102
 7.2550E+05 2.3165E-03 7.2950E+05 2.3137E-03 7.3090E+05 2.3127E-032351 3102
 7.3490E+05 2.3099E-03 7.4440E+05 2.3032E-03 7.4710E+05 2.3012E-032351 3102
 7.5250E+05 2.2974E-03 7.5520E+05 2.2955E-03 7.5650E+05 2.2946E-032351 3102
 7.5790E+05 2.2936E-03 7.6470E+05 2.2888E-03 7.7010E+05 2.2850E-032351 3102
 7.7140E+05 2.2840E-03 7.7550E+05 2.2811E-03 7.7820E+05 2.2792E-032351 3102
 7.8760E+05 2.2726E-03 7.9170E+05 2.2697E-03 7.9570E+05 2.2668E-032351 3102
 7.9980E+05 2.2639E-03 8.0120E+05 2.2630E-03 8.0390E+05 2.2610E-032351 3102
 8.0790E+05 2.2582E-03 8.1330E+05 2.2544E-03 8.1600E+05 2.2525E-032351 3102
 8.2140E+05 2.2487E-03 8.2550E+05 2.2458E-03 8.2950E+05 2.2429E-032351 3102
 8.3090E+05 2.2419E-03 8.3760E+05 2.2372E-03 8.4030E+05 2.2353E-032351 3102
 8.4300E+05 2.2334E-03 8.4570E+05 2.2315E-03 8.4840E+05 2.2296E-032351 3102
 8.5390E+05 2.2257E-03 8.7010E+05 2.2142E-03 8.7820E+05 2.2085E-032351 3102
 8.8490E+05 2.2037E-03 8.8900E+05 2.2008E-03 8.9570E+05 2.1961E-032351 3102
 8.9840E+05 2.1942E-03 9.0520E+05 2.1894E-03 9.1740E+05 2.1807E-032351 3102
 9.2140E+05 2.1779E-03 9.2550E+05 2.1750E-03 9.2950E+05 2.1722E-032351 3102
 9.3630E+05 2.1674E-03 9.3760E+05 2.1664E-03 9.4570E+05 2.1607E-032351 3102
 9.4709E+05 2.1597E-03 9.4736E+05 2.1595E-03 9.4840E+05 2.1587E-032351 3102
 9.5250E+05 2.1555E-03 9.5920E+05 2.1503E-03 9.6870E+05 2.1429E-032351 3102
 9.7280E+05 2.1397E-03 9.7680E+05 2.1366E-03 9.8630E+05 2.1292E-032351 3102
 9.8900E+05 2.1271E-03 9.9710E+05 2.1208E-03 9.9840E+05 2.1198E-032351 3102
 1.0000E+06 2.1186E-03 1.0040E+06 2.1173E-03 1.0070E+06 2.1164E-032351 3102
 1.0090E+06 2.1158E-03 1.0120E+06 2.1148E-03 1.0150E+06 2.1139E-032351 3102
 1.0230E+06 2.1114E-03 1.0360E+06 2.1073E-03 1.0390E+06 2.1064E-032351 3102
 1.0440E+06 2.1048E-03 1.0460E+06 2.1042E-03 1.0520E+06 2.1023E-032351 3102
 1.0580E+06 2.1005E-03 1.0660E+06 2.0980E-03 1.0700E+06 2.0967E-032351 3102
 1.0740E+06 2.0955E-03 1.0810E+06 2.0933E-03 1.0840E+06 2.0924E-032351 3102
 1.0880E+06 2.0911E-03 1.0920E+06 2.0899E-03 1.0960E+06 2.0886E-032351 3102
 1.0980E+06 2.0880E-03 1.1020E+06 2.0868E-03 1.1080E+06 2.0849E-032351 3102
 1.1190E+06 2.0815E-03 1.1250E+06 2.0796E-03 1.1300E+06 2.0780E-032351 3102
 1.1340E+06 2.0768E-03 1.1400E+06 2.0749E-03 1.1460E+06 2.0730E-032351 3102
 1.1510E+06 2.0715E-03 1.1630E+06 2.0677E-03 1.1700E+06 2.0655E-032351 3102
 1.1770E+06 2.0634E-03 1.1800E+06 2.0624E-03 1.1850E+06 2.0609E-032351 3102
 1.1960E+06 2.0574E-03 1.2000E+06 2.0562E-03 1.2020E+06 2.0556E-032351 3102
 1.2100E+06 2.0531E-03 1.2120E+06 2.0524E-03 1.2220E+06 2.0493E-032351 3102
 1.2260E+06 2.0481E-03 1.2300E+06 2.0468E-03 1.2360E+06 2.0450E-032351 3102
 1.2400E+06 2.0437E-03 1.2480E+06 2.0412E-03 1.2500E+06 2.0406E-032351 3102
 1.2520E+06 2.0405E-03 1.2540E+06 2.0405E-03 1.2730E+06 2.0398E-032351 3102
 1.2810E+06 2.0396E-03 1.2890E+06 2.0393E-03 1.2970E+06 2.0391E-032351 3102
 1.3030E+06 2.0389E-03 1.3090E+06 2.0387E-03 1.3190E+06 2.0383E-032351 3102
 1.3200E+06 2.0383E-03 1.3220E+06 2.0382E-03 1.3230E+06 2.0382E-032351 3102
 1.3270E+06 2.0381E-03 1.3310E+06 2.0379E-03 1.3380E+06 2.0377E-032351 3102
 1.3420E+06 2.0376E-03 1.3500E+06 2.0373E-03 1.3580E+06 2.0371E-032351 3102
 1.3680E+06 2.0367E-03 1.3800E+06 2.0363E-03 1.3860E+06 2.0361E-032351 3102
 1.3980E+06 2.0357E-03 1.4040E+06 2.0355E-03 1.4100E+06 2.0354E-032351 3102
 1.4190E+06 2.0351E-03 1.4310E+06 2.0347E-03 1.4390E+06 2.0344E-032351 3102
 1.4510E+06 2.0340E-03 1.4550E+06 2.0339E-03 1.4630E+06 2.0336E-032351 3102
 1.4690E+06 2.0334E-03 1.4850E+06 2.0329E-03 1.4900E+06 2.0327E-032351 3102
 1.5000E+06 2.0324E-03 1.5030E+06 2.0326E-03 1.5130E+06 2.0334E-032351 3102
 1.5270E+06 2.0345E-03 1.5330E+06 2.0349E-03 1.5400E+06 2.0354E-032351 3102
 1.5500E+06 2.0362E-03 1.5540E+06 2.0365E-03 1.5640E+06 2.0373E-032351 3102
 1.5770E+06 2.0382E-03 1.6010E+06 2.0401E-03 1.6080E+06 2.0406E-032351 3102
 1.6240E+06 2.0418E-03 1.6350E+06 2.0427E-03 1.6408E+06 2.0431E-032351 3102
 1.6408E+06 2.0429E-03 1.6410E+06 2.0421E-03 1.6580E+06 1.9751E-032351 3102
 1.6750E+06 1.9081E-03 1.6850E+06 1.8686E-03 1.6990E+06 1.8134E-032351 3102
 1.7000E+06 1.8095E-03 1.7010E+06 1.8055E-03 1.7020E+06 1.8016E-032351 3102
 1.7080E+06 1.7779E-03 1.7090E+06 1.7740E-03 1.7160E+06 1.7464E-032351 3102
 1.7330E+06 1.6793E-03 1.7390E+06 1.6556E-03 1.7490E+06 1.6162E-032351 3102
 1.7500E+06 1.6123E-03 1.7730E+06 1.5852E-03 1.7800E+06 1.5769E-032351 3102
 1.7970E+06 1.5569E-03 1.8070E+06 1.5451E-03 1.8140E+06 1.5369E-032351 3102
 1.8200E+06 1.5298E-03 1.8340E+06 1.5134E-03 1.8470E+06 1.4980E-032351 3102
 1.8488E+06 1.4959E-03 1.8488E+06 1.4959E-03 1.8490E+06 1.4957E-032351 3102
